id,nbSons,enonce,rang,nomenclature,origine,origineAnnexe,couleur,musicalite,geometrie
2071,8,101010110111,288-1,Non-classé,—,—,#37378b,"QUI
TONM
PSE
TRP
OMN",HET
2072,8,101011011110,288-2,Non-classé,—,—,#37378b,"QUI
TONM
PSE
TRP
OMN
ATR",HET
2073,8,101101111010,288-3,Non-classé,—,—,#37378b,"QUI
TONm
PSE
TRP
OMN",HET
2074,8,101111010101,288-4,Octamajeur add2#,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONM
TONm
PSE
TRP
BIN
OMN
ATR",HET
2075,8,101111010101,288-4,Octamajeur sus2,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONM
TONm
PSE
TRP
BIN
OMN
ATR",HET
2076,8,110101011011,288-5,Non-classé,—,—,#37378b,"QUI
TONm
PSE
TRP
HIS
OMN
ATR",HET
2077,8,110111101010,288-6,Non-classé,—,—,#37378b,"PSE
TRP
OMN",HET
2078,8,111010101101,288-7,Non-classé,—,—,#37378b,"PSE
TRP
OMN",HET
2079,8,111101010110,288-8,Non-classé,—,—,#37378b,"QUI
TONm
PSE
TRP
OMN
ATR",HET
2080,8,101010111101,289-1,"7M,5#(9,11#,13)",chiffrage harmonique tonal majeur,Accords tonals majeurs,#37378b,"QUI
TONM
PSE
TRP
OMN",HET
2081,8,101011110110,289-2,Non-classé,—,—,#37378b,"QUI
TONM
PSE
TRP
OMN",HET
2082,8,101101010111,289-3,Non-classé,—,—,#37378b,"QUI
TONm
PSE
TRP
OMN
ATR",HET
2083,8,101111011010,289-4,Non-classé,—,—,#37378b,"QUI
TONM
TONm
PSE
TRP
BIN
OMN
ATR",HET
2084,8,110101011110,289-5,Non-classé,—,—,#37378b,"QUI
TONm
PSE
TRP
HIS
OMN
ATR",HET
2085,8,110110101011,289-6,Non-classé,—,—,#37378b,"PSE
TRP
OMN",HET
2086,8,111011010101,289-7,Octamajeur add1#,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONM
PSE
TRP
OMN
ATR",HET
2087,8,111101101010,289-8,Non-classé,—,—,#37378b,"PSE
TRP
OMN",HET
2088,7,100000111111,290-1,Non-classé,—,—,#3e66ac,"QUI
NEU
CAD
OMN",—
2089,7,110000011111,290-2,Non-classé,—,—,#3e66ac,"QUI
NEU
CAD
OMN
ATR",—
2090,7,111000001111,290-3,Non-classé,—,—,#3e66ac,"CAD
OMN
ATR",—
2091,7,111100000111,290-4,Non-classé,—,—,#3e66ac,"CAD
PAL
OMN
ATR",—
2092,7,111110000011,290-5,Non-classé,—,—,#3e66ac,"CAD
OMN
ATR",—
2093,7,111111000001,290-6,Non-classé,—,—,#3e66ac,"CAD
OMN
ATR",—
2094,7,111111100000,290-7,C7P,accord extrapolé (harmonie),Accords extrapolés,#3e66ac,"CAD
OMN",—
2095,7,111111100000,290-7,Cluster Heptatonique Primal,accord extrapolé (harmonie),Accords extrapolés,#3e66ac,"CAD
OMN",—
2096,7,111111100000,290-7,Heptachromatique mineur,mode extrapolé (mélodie),Gammes / modes extrapolés,#3e66ac,"CAD
OMN",—
2097,8,100111011011,291-1,Superelatif 18a (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés ,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",TRS
2098,8,101101110011,291-2,Non-classé,—,—,#37378b,"QUI
TONm
OMN",TRS
2099,8,101110011101,291-3,Superelatif 18b (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",TRS
2100,8,101110011101,291-3,Octamajeur sensible,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",TRS
2101,8,110011101101,291-4,Non-classé,—,—,#37378b,"ORI
OMN",TRS
2102,8,110110111001,291-5,Superelatif 18c (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés ,#37378b,"QUI
TONM
TONm
BIN
OMN",TRS
2103,8,110111001110,291-6,Non-classé,—,—,#37378b,"OMN
ATR",TRS
2104,8,111001110110,291-7,Non-classé,—,—,#37378b,"QUI
NEU
OMN",TRS
2105,8,111011011100,291-8,Superelatif 18d (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés ,#37378b,"QUI
TONM
OMN
ATR",TRS
2106,8,100110111011,292-1,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",HET
2107,8,101110011011,292-2,Octamélodique mineur,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2108,8,101110111001,292-3,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",HET
2109,8,110011011101,292-4,Non-classé,—,—,#37378b,"QUI
TONM
ORI
OMN
ATR",HET
2110,8,110111001101,292-5,Non-classé,—,—,#37378b,"OMN
ATR",HET
2111,8,110111011100,292-6,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2112,8,111001101110,292-7,Non-classé,—,—,#37378b,OMN,HET
2113,8,111011100110,292-8,Non-classé,—,—,#37378b,OMN,HET
2114,8,100111011101,293-1,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2115,8,101100111011,293-2,Non-classé,—,—,#37378b,"QUI
TONm
OMN",HET
2116,8,101110110011,293-3,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",HET
2117,8,110011101110,293-4,Non-classé,—,—,#37378b,"ORI
OMN",HET
2118,8,110110011101,293-5,Octalydien augmenté,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2119,8,110111011001,293-6,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2120,8,111011001110,293-7,Non-classé,—,—,#37378b,"OMN
ATR",HET
2121,8,111011101100,293-8,Non-classé,—,—,#37378b,OMN,HET
2122,8,100110110111,294-1,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",HET
2123,8,101101111001,294-2,Non-classé,—,—,#37378b,"QUI
TONm
OMN",HET
2124,8,101111001101,294-3,Non-classé,—,—,#37378b,"OMN
ATR",HET
2125,8,110011011011,294-4,Nicolaï Rimsky-Korsakov,mode signature compositeur,Gammes / modes signature,#37378b,"QUI
TONM
ORI
OMN
ATR",HET
2126,8,110110111100,294-5,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",HET
2127,8,110111100110,294-6,Non-classé,—,—,#37378b,OMN,HET
2128,8,111001101101,294-7,Non-classé,—,—,#37378b,OMN,HET
2129,8,111100110110,294-8,Non-classé,—,—,#37378b,"QUI
TONm
OMN",HET
2130,8,100111101101,295-1,Non-classé,—,—,#37378b,OMN,HET
2131,8,101100111101,295-2,Non-classé,—,—,#37378b,"QUI
TONm
OMN",HET
2132,8,101101100111,295-3,Diminué harmonique,mode moderne occidental,Gammes / modes modernes,#37378b,OMN,HET
2133,8,110011110110,295-4,Non-classé,—,—,#37378b,"QUI
TONM
ORI
OMN",HET
2134,8,110110011110,295-5,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2135,8,110110110011,295-6,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",HET
2136,8,111011011001,295-7,Non-classé,—,—,#37378b,"QUI
TONM
OMN
ATR",HET
2137,8,111101101100,295-8,Non-classé,—,—,#37378b,OMN,HET
2138,8,100110111101,296-1,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN","TRS
"
2139,8,101100110111,296-2,Non-classé,—,—,#37378b,"QUI
TONm
OMN","TRS
"
2140,8,101111011001,296-3,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR","TRS
"
2141,8,110011011110,296-4,Octaugmenté,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONM
ORI
OMN
ATR","TRS
"
2142,8,110110011011,296-5,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR","TRS
"
2143,8,110111101100,296-6,Non-classé,—,—,#37378b,OMN,TRS
2144,8,111011001101,296-7,Non-classé,—,—,#37378b,"OMN
ATR","TRS
"
2145,8,111101100110,296-8,Non-classé,—,—,#37378b,OMN,TRS
2146,8,100111010111,297-1,Superelatif 15a (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés ,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2147,8,101011110011,297-2,Superelatif 15b (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés ,#37378b,"QUI
TONM
OMN",HET
2148,8,101111001110,297-3,Non-classé,—,—,#37378b,"OMN
ATR",HET
2149,8,110011101011,297-4,Non-classé,—,—,#37378b,"ORI
OMN",HET
2150,8,110101111001,297-5,Non-classé,—,—,#37378b,"QUI
TONm
HIS
OMN",HET
2151,8,111001110101,297-6,Non-classé,—,—,#37378b,"QUI
NEU
OMN",HET
2152,8,111010111100,297-7,Superelatif 15c (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés ,#37378b,"QUI
TONM
OMN",HET
2153,8,111100111010,297-8,Non-classé,—,—,#37378b,"QUI
TONm
OMN",HET
2154,8,100111101011,298-1,Non-classé,—,—,#37378b,OMN,HET
2155,8,101011100111,298-2,Non-classé,—,—,#37378b,OMN,HET
2156,8,101110011110,298-3,Superelatif 14a (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés ,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2157,8,110011110101,298-4,Superelatif 14b (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés,#37378b,"QUI
TONM
ORI
OMN",HET
2158,8,110011110101,298-4,Puravi descendant,mode traditionnel Inde (raga),Gammes / modes traditionnels,#37378b,"QUI
TONM
ORI
OMN",HET
2159,8,110101110011,298-5,Non-classé,—,—,#37378b,"QUI
TONm
HIS
OMN",HET
2160,8,111001111010,298-6,Non-classé,—,—,#37378b,"QUI
NEU
OMN",HET
2161,8,111010111001,298-7,Superelatif 14c (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés ,#37378b,"QUI
TONM
OMN",HET
2162,8,111101011100,298-8,Non-classé,—,—,#37378b,"QUI
TONm
OMN
ATR",HET
2163,8,101010101111,299-1,Non-classé,—,—,#37378b,"CAD
TRP
OMN",—
2164,8,101010111110,299-2,Christophanatole B,mode extrapolé (harmonie),Gammes / modes extrapolés ,#37378b,"QUI
TONM
CAD
TRP
OMN",—
2165,8,101011111010,299-3,Non-classé,—,—,#37378b,"QUI
TONM
CAD
TRP
PAL
OMN",—
2166,8,101111101010,299-4,Non-classé,—,—,#37378b,"CAD
TRP
OMN",—
2167,8,110101010111,299-5,Non-classé,—,—,#37378b,"QUI
TONm
CAD
TRP
HIS
OMN
ATR",—
2168,8,111010101011,299-6,Non-classé,—,—,#37378b,"CAD
TRP
PAL
OMN",—
2169,8,111101010101,299-7,Non-classé,—,—,#37378b,"QUI
TONm
CAD
TRP
OMN
ATR",—
2170,8,111110101010,299-8,Octunitonique,mode moderne occidental,Gammes / modes modernes,#37378b,"CAD
TRP
OMN",—
2171,8,100101110111,300-1,Non-classé,—,—,#37378b,"QUI
TONm
CAD
TRP
OMN",HET
2172,8,101110111100,300-2,Non-classé,—,—,#37378b,"QUI
TONM
TONm
CAD
TRP
BIN
OMN",HET
2173,8,101111001011,300-3,Non-classé,—,—,#37378b,"CAD
TRP
OMN
ATR",HET
2174,8,110010111011,300-4,Non-classé,—,—,#37378b,"QUI
TONM
CAD
TRP
OMN",HET
2175,8,110111100101,300-5,Non-classé,—,—,#37378b,"CAD
TRP
OMN",HET
2176,8,111001011101,300-6,Non-classé,—,—,#37378b,"QUI
NEU
CAD
TRP
OMN
ATR",HET
2177,8,111011110010,300-7,Non-classé,—,—,#37378b,"QUI
TONM
CAD
TRP
OMN",HET
2178,8,111100101110,300-8,Non-classé,—,—,#37378b,"CAD
TRP
OMN",HET
2179,8,100101111011,301-1,Non-classé,—,—,#37378b,"QUI
TONm
OMN",HET
2180,8,101110010111,301-2,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2181,8,101111011100,301-3,Igor Stravinsky,mode signature compositeur,Gammes / modes signature,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2182,8,110010111101,301-4,Non-classé,—,—,#37378b,"QUI
TONM
OMN",HET
2183,8,110111001011,301-5,Non-classé,—,—,#37378b,"OMN
ATR",HET
2184,8,111001011110,301-6,Non-classé,—,—,#37378b,"QUI
NEU
OMN
ATR",HET
2185,8,111011100101,301-7,Non-classé,—,—,#37378b,OMN,HET
2186,8,111101110010,301-8,Non-classé,—,—,#37378b,"QUI
TONm
OMN",HET
2187,8,100111101110,302-1,Non-classé,—,—,#37378b,"CAD
TRP
OMN",HET
2188,8,101001111011,302-2,Non-classé,—,—,#37378b,"QUI
NEU
CAD
TRP
OMN",HET
2189,8,101110100111,302-3,Non-classé,—,—,#37378b,"CAD
TRP
OMN",HET
2190,8,110100111101,302-4,Non-classé,—,—,#37378b,"QUI
TONm
CAD
TRP
OMN",HET
2191,8,110111010011,302-5,Non-classé,—,—,#37378b,"QUI
TONM
TONm
CAD
TRP
BIN
OMN
ATR",HET
2192,8,111010011110,302-6,Non-classé,—,—,#37378b,"QUI
TONM
CAD
TRP
OMN
ATR",HET
2193,8,111011101001,302-7,Non-classé,—,—,#37378b,"CAD
TRP
OMN",HET
2194,8,111101110100,302-8,Non-classé,—,—,#37378b,"QUI
TONm
CAD
TRP
OMN",HET
2195,8,100111011110,303-1,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2196,8,101001110111,303-2,Non-classé,—,—,#37378b,"QUI
NEU
OMN",HET
2197,8,101111010011,303-3,Octamineur sus2,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2198,8,110100111011,303-4,Non-classé,—,—,#37378b,"QUI
TONm
OMN",HET
2199,8,110111101001,303-5,Non-classé,—,—,#37378b,OMN,HET
2200,8,111010011101,303-6,Non-classé,—,—,#37378b,"QUI
TONM
OMN
ATR",HET
2201,8,111011110100,303-7,Non-classé,—,—,#37378b,"QUI
TONM
OMN",HET
2202,8,111101001110,303-8,Non-classé,—,—,#37378b,"OMN
ATR",HET
2203,8,100110101111,304-1,Non-classé,—,—,#37378b,"TRP
OMN",HET
2204,8,101011111001,304-2,Non-classé,—,—,#37378b,"QUI
TONM
TRP
OMN",HET
2205,8,101111100110,304-3,Non-classé,—,—,#37378b,"TRP
OMN",HET
2206,8,110011010111,304-4,Non-classé,—,—,#37378b,"QUI
TONM
TRP
ORI
OMN
ATR",HET
2207,8,110101111100,304-5,Non-classé,—,—,#37378b,"QUI
TONm
TRP
HIS
OMN",HET
2208,8,111001101011,304-6,Non-classé,—,—,#37378b,"TRP
OMN",HET
2209,8,111100110101,304-7,Non-classé,—,—,#37378b,"QUI
TONm
TRP
OMN",HET
2210,8,111110011010,304-8,Non-classé,—,—,#37378b,"QUI
TONM
TONm
TRP
BIN
OMN
ATR",HET
2211,8,100111110101,305-1,Non-classé,—,—,#37378b,"QUI
TONM
TONm
TRP
BIN
OMN",HET
2212,8,101011001111,305-2,Non-classé,—,—,#37378b,"TRP
OMN
ATR",HET
2213,8,101100111110,305-3,Non-classé,—,—,#37378b,"QUI
TONm
TRP
OMN",HET
2214,8,110011111010,305-4,Non-classé,—,—,#37378b,"QUI
TONM
TRP
ORI
OMN",HET
2215,8,110101100111,305-5,Non-classé,—,—,#37378b,"TRP
HIS
OMN",HET
2216,8,111010110011,305-6,Non-classé,—,—,#37378b,"QUI
TONM
TRP
OMN",HET
2217,8,111101011001,305-7,Non-classé,—,—,#37378b,"QUI
TONm
TRP
OMN
ATR",HET
2218,8,111110101100,305-8,Non-classé,—,—,#37378b,"TRP
OMN",HET
2219,8,100101101111,306-1,Non-classé,—,—,#37378b,"CAD
OMN","HET
"
2220,8,101101111100,306-2,Non-classé,—,—,#37378b,"QUI
TONm
CAD
OMN","HET
"
2221,8,101111100101,306-3,Non-classé,—,—,#37378b,"CAD
OMN","HET
"
2222,8,110010110111,306-4,Non-classé,—,—,#37378b,"QUI
TONM
CAD
OMN","HET
"
2223,8,110111110010,306-5,Non-classé,—,—,#37378b,"QUI
TONM
TONm
CAD
BIN
OMN","HET
"
2224,8,111001011011,306-6,Non-classé,—,—,#37378b,"QUI
NEU
CAD
OMN
ATR","HET
"
2225,8,111100101101,306-7,Non-classé,—,—,#37378b,"CAD
OMN","HET
"
2226,8,111110010110,306-8,Non-classé,—,—,#37378b,"QUI
TONM
TONm
CAD
BIN
OMN
ATR
","HET
"
2227,8,100111110110,307-1,Non-classé,—,—,#37378b,"QUI
TONM
TONm
CAD
BIN
OMN","HET
"
2228,8,101001111101,307-2,Non-classé,—,—,#37378b,"QUI
NEU
CAD
OMN","HET
"
2229,8,101101001111,307-3,Non-classé,—,—,#37378b,"CAD
OMN
ATR","HET
"
2230,8,110100111110,307-4,Non-classé,—,—,#37378b,"QUI
TONm
CAD
OMN","HET
"
2231,8,110110100111,307-5,Non-classé,—,—,#37378b,"CAD
OMN","HET
"
2232,8,111011010011,307-6,Non-classé,—,—,#37378b,"QUI
TONM
CAD
OMN
ATR","HET
"
2233,8,111101101001,307-7,Non-classé,—,—,#37378b,"CAD
OMN","HET
"
2234,8,111110110100,307-8,Non-classé,—,—,#37378b,"QUI
TONM
TONm
CAD
BIN
OMN","HET
"
2235,8,100101111101,308-1,Non-classé,—,—,#37378b,"QUI
TONm
CAD
TRP
OMN",HET
2236,8,101100101111,308-2,Non-classé,—,—,#37378b,"CAD
TRP
OMN",HET
2237,8,101111101100,308-3,Non-classé,—,—,#37378b,"CAD
TRP
OMN",HET
2238,8,110010111110,308-4,Non-classé,—,—,#37378b,"QUI
TONM
CAD
TRP
OMN",HET
2239,8,110110010111,308-5,Non-classé,—,—,#37378b,"QUI
TONM
TONm
CAD
TRP
BIN
OMN
ATR",HET
2240,8,111011001011,308-6,Non-classé,—,—,#37378b,"CAD
TRP
OMN
ATR",HET
2241,8,111101100101,308-7,Non-classé,—,—,#37378b,"CAD
TRP
OMN",HET
2242,8,111110110010,308-8,Non-classé,—,—,#37378b,"QUI
TONM
TONm
CAD
TRP
BIN
OMN",HET
2243,8,100110111110,309-1,Non-classé,—,—,#37378b,"QUI
TONM
TONm
CAD
TRP
BIN
OMN",HET
2244,8,101001101111,309-2,Non-classé,—,—,#37378b,"CAD
TRP
OMN",HET
2245,8,101111101001,309-3,Non-classé,—,—,#37378b,"CAD
TRP
OMN",HET
2246,8,110100110111,309-4,Non-classé,—,—,#37378b,"QUI
TONm
CAD
TRP
OMN",HET
2247,8,110111110100,309-5,Non-classé,—,—,#37378b,"QUI
TONM
TONm
CAD
TRP
BIN
OMN",HET
2248,8,111010011011,309-6,Non-classé,—,—,#37378b,"QUI
TONM
CAD
TRP
OMN
ATR",HET
2249,8,111101001101,309-7,Non-classé,—,—,#37378b,"CAD
TRP
OMN
ATR",HET
2250,8,111110100110,309-8,Non-classé,—,—,#37378b,"CAD
TRP
OMN",HET
2251,8,100111100111,"310-1
310-5",Olivier Messiean,mode signature compositeur,Gammes / modes signature,#37378b,"ATL
OMN",TRS
2252,8,110011110011,"310-2
310-6",Superelatif 16 (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés ,#37378b,"QUI
TONM
ATL
ORI
OMN",TRS
2253,8,111001111001,"310-3
310-7",Non-classé,—,—,#37378b,"QUI
NEU
ATL
OMN",TRS
2254,8,111100111100,"310-4
310-8",Octatritonique mineur,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONm
ATL
OMN",TRS
2255,8,100111001111,311-1,Non-classé,—,—,#37378b,"OMN
ATR",—
2256,8,100111110011,311-2,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",—
2257,8,110011100111,311-3,Non-classé,—,—,#37378b,"ORI
OMN",—
2258,8,110011111001,311-4,Octabyzantin,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONM
PAL
ORI
OMN",—
2259,8,110011111001,311-4,Paraj descendant,mode traditionnel Inde (raga),Gammes / modes traditionnels,#37378b,"QUI
TONM
PAL
ORI
OMN",—
2260,8,111001110011,311-5,Non-classé,—,—,#37378b,"QUI
NEU
PAL
OMN",—
2261,8,111001111100,311-6,Non-classé,—,—,#37378b,"QUI
NEU
OMN",—
2262,8,111100111001,311-7,Non-classé,—,—,#37378b,"QUI
TONm
OMN",—
2263,8,111110011100,311-8,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",—
2264,8,100101011111,312-1,Non-classé,—,—,#37378b,"QUI
TONm
OMN
ATR","HET
"
2265,8,101011111100,312-2,Non-classé,—,—,#37378b,"QUI
TONM
OMN","HET
"
2266,8,101111110010,312-3,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN","HET
"
2267,8,110010101111,312-4,Non-classé,—,—,#37378b,OMN,HET
2268,8,111001010111,312-5,Non-classé,—,—,#37378b,"QUI
NEU
OMN
ATR","HET
"
2269,8,111100101011,312-6,Non-classé,—,—,#37378b,OMN,HET
2270,8,111110010101,312-7,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR","HET
"
2271,8,111111001010,312-8,Non-classé,—,—,#37378b,"OMN
ATR","HET
"
2272,8,100111111010,313-1,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN","HET
"
2273,8,101001111110,313-2,Non-classé,—,—,#37378b,"QUI
NEU
OMN","HET
"
2274,8,101010011111,313-3,Non-classé,—,—,#37378b,"QUI
TONM
ATR
OMN","HET
"
2275,8,110101001111,313-4,Non-classé,—,—,#37378b,"HIS
OMN
ATR","HET
"
2276,8,111010100111,313-5,Non-classé,—,—,#37378b,OMN,HET
2277,8,111101010011,313-6,Non-classé,—,—,#37378b,"QUI
TONm
OMN
ATR","HET
"
2278,8,111110101001,313-7,Non-classé,—,—,#37378b,OMN,HET
2279,8,111111010100,313-8,Octatétracorde majeur,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR","HET
"
2280,8,100011110111,314-1,Superelatif 12a (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés ,#37378b,"QUI
TONM
OMN",PAN
2281,8,101111000111,314-2,Non-classé,—,—,#37378b,"OMN
ATR",PAN
2282,8,110001111011,314-3,Non-classé,—,—,#37378b,"QUI
NEU
OMN",PAN
2283,8,110111100011,314-4,Non-classé,—,—,#37378b,OMN,PAN
2284,8,111000111101,314-5,Non-classé,—,—,#37378b,"QUI
NEU
OMN",PAN
2285,8,111011110001,314-6,Superelatif 12b (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés ,#37378b,"QUI
TONM
OMN",PAN
2286,8,111100011110,314-7,Non-classé,—,—,#37378b,"QUI
TONm
OMN
ATR",PAN
2287,8,111101111000,314-8,Non-classé,—,—,#37378b,"QUI
TONm
OMN",PAN
2288,8,100110011111,315-1,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",TRS
2289,8,100111111001,315-2,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",TRS
2290,8,110011001111,315-3,Non-classé,—,—,#37378b,"ORI
OMN
ATR",TRS
2291,8,110011111100,315-4,Non-classé,—,—,#37378b,"QUI
TONM
ORI
OMN",TRS
2292,8,111001100111,315-5,Non-classé,—,—,#37378b,OMN,TRS
2293,8,111100110011,315-6,Non-classé,—,—,#37378b,"QUI
TONm
OMN",TRS
2294,8,111110011001,315-7,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",TRS
2295,8,111111001100,315-8,Octatétracorde byzantin,mode moderne occidental,Gammes / modes modernes,#37378b,"OMN
ATR",TRS
2296,8,100101111110,316-1,Non-classé,—,—,#37378b,"QUI
TONm
OMN",TRS
2297,8,101001011111,316-2,Non-classé,—,—,#37378b,"QUI
NEU
OMN
ATR",TRS
2298,8,101111110100,316-3,Octachromatique majeur,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONM
TONm
BIN
OMN",TRS
2299,8,101111110100,316-3,Octatétracorde mineur,mode moderne occidental,Gammes / modes modernes,#37378b,"QUI
TONM
TONm
BIN
OMN",TRS
2300,8,110100101111,316-4,Non-classé,—,—,#37378b,OMN,TRS
2301,8,111010010111,316-5,Non-classé,—,—,#37378b,"QUI
TONM
OMN
ATR",TRS
2302,8,111101001011,316-6,Non-classé,—,—,#37378b,"OMN
ATR",TRS
2303,8,111110100101,316-7,Non-classé,—,—,#37378b,OMN,TRS
2304,8,111111010010,316-8,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",TRS
2305,8,100011101111,317-1,Non-classé,—,—,#37378b,OMN,HET
2306,8,101111100011,317-2,Non-classé,—,—,#37378b,OMN,HET
2307,8,110001110111,317-3,Non-classé,—,—,#37378b,"QUI
NEU
OMN",HET
2308,8,110111110001,317-4,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",HET
2309,8,111000111011,317-5,Non-classé,—,—,#37378b,"QUI
NEU
OMN",HET
2310,8,111011111000,317-6,Non-classé,—,—,#37378b,"QUI
TONM
OMN",HET
2311,8,111100011101,317-7,Non-classé,—,—,#37378b,"QUI
TONm
OMN
ATR",HET
2312,8,111110001110,317-8,Non-classé,—,—,#37378b,"OMN
ATR",HET
2313,8,100011111011,318-1,Non-classé,—,—,#37378b,"QUI
TONMOMN",HET
2314,8,101110001111,318-2,Non-classé,—,—,#37378b,"OMN
ATR",HET
2315,8,110001111101,318-3,Non-classé,—,—,#37378b,"QUI
NEU OMN",HET
2316,8,110111000111,318-4,Non-classé,—,—,#37378b,"OMN
ATR",HET
2317,8,111000111110,318-5,Non-classé,—,—,#37378b,"QUI
NEU
OMN",HET
2318,8,111011100011,318-6,Non-classé,—,—,#37378b,OMN,HET
2319,8,111101110001,318-7,Non-classé,—,—,#37378b,"QUI
TONm
OMN",HET
2320,8,111110111000,318-8,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",HET
2321,8,100011011111,319-1,Non-classé,—,—,#37378b,"QUI
TONM
OMN
ATR",HET
2322,8,101111110001,319-2,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",HET
2323,8,110001101111,319-3,Non-classé,—,—,#37378b,OMN,HET
2324,8,110111111000,319-4,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",HET
2325,8,111000110111,319-5,Non-classé,—,—,#37378b,"QUI
NEU
OMN",HET
2326,8,111100011011,319-6,Non-classé,—,—,#37378b,"QUI
TONm
OMN
ATR",HET
2327,8,111110001101,319-7,Non-classé,—,—,#37378b,"OMN
ATR",HET
2328,8,111111000110,319-8,Non-classé,—,—,#37378b,"OMN
ATR",HET
2329,8,100011111101,320-1,Non-classé,—,—,#37378b,"QUI
TONM
OMN",HET
2330,8,101100011111,320-2,Non-classé,—,—,#37378b,"QUI
TONm
OMN
ATR",HET
2331,8,110001111110,320-3,Non-classé,—,—,#37378b,"QUI
NEU
OMN",HET
2332,8,110110001111,320-4,Non-classé,—,—,#37378b,"OMN
ATR",HET
2333,8,111011000111,320-5,Non-classé,—,—,#37378b,"OMN
ATR",HET
2334,8,111101100011,320-6,Non-classé,—,—,#37378b,OMN,HET
2335,8,111110110001,320-7,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN",HET
2336,8,111111011000,320-8,Non-classé,—,—,#37378b,"QUI
TONM
TONm
BIN
OMN
ATR",HET
2337,8,100100111111,321-1,Non-classé,—,—,#37378b,"QUI
TONm
OMN",ORT
