0,0,000000000000,000,Silence,élément esthétique indispensable !,— —,#808080 
1896,7,111001110001,265-6,Non-classé,—,—,#0000CD 
1897,7,111100111000,265-7,Non-classé,—,—,#0000CD 
1898,7,100100101111,266-1,Non-classé,—,—,#0000CD 
1899,7,100101111100,266-2,Non-classé,—,—,#0000CD 
1900,7,101111100100,266-3,Non-classé,—,—,#0000CD 
1901,7,110010010111,266-4,Non-classé,—,—,#0000CD 
1902,7,111001001011,266-5,Non-classé,—,—,#0000CD 
1903,7,111100100101,266-6,Non-classé,—,—,#0000CD 
1904,7,111110010010,266-7,Non-classé,—,—,#0000CD 
1905,7,100100111110,267-1,Non-classé,—,—,#0000CD 
1906,7,100111110100,267-2,Non-classé,—,—,#0000CD 
1907,7,101001001111,267-3,Non-classé,—,—,#0000CD 
1908,7,110100100111,267-4,Non-classé,—,—,#0000CD 
1909,7,111010010011,267-5,Non-classé,—,—,#0000CD 
1910,7,111101001001,267-6,Non-classé,—,—,#0000CD 
1911,7,111110100100,267-7,Non-classé,—,—,#0000CD 
1912,7,100010101111,268-1,Non-classé,—,—,#0000CD 
1913,7,101011111000,268-2,Heptachristophe B,mode extrapolé (harmonie),Gammes / modes extrapolés ,#0000CD 
1914,7,101111100010,268-3,Non-classé,—,—,#0000CD 
1915,7,110001010111,268-4,Non-classé,—,—,#0000CD 
1916,7,111000101011,268-5,Non-classé,—,—,#0000CD 
1917,7,111100010101,268-6,Non-classé,—,—,#0000CD 
1918,7,111110001010,268-7,Non-classé,—,—,#0000CD 
1919,7,100011111010,269-1,Heptachristophe A,mode extrapolé (harmonie),Gammes / modes extrapolés ,#0000CD 
1920,7,101000111110,269-2,Non-classé,—,—,#0000CD 
1921,7,101010001111,269-3,Non-classé,—,—,#0000CD 
1922,7,110101000111,269-4,Non-classé,—,—,#0000CD 
1923,7,111010100011,269-5,Non-classé,—,—,#0000CD 
1924,7,111101010001,269-6,Non-classé,—,—,#0000CD 
1925,7,111110101000,269-7,Non-classé,—,—,#0000CD 
1926,7,100011001111,270-1,Non-classé,—,—,#0000CD 
1927,7,100111110001,270-2,Non-classé,—,—,#0000CD 
1928,7,110001100111,270-3,Non-classé,—,—,#0000CD 
1929,7,110011111000,270-4,Non-classé,—,—,#0000CD 
1930,7,111000110011,270-5,Non-classé,—,—,#0000CD 
1931,7,111100011001,270-6,Non-classé,—,—,#0000CD 
1932,7,111110001100,270-7,Non-classé,—,—,#0000CD 
1933,7,100011111001,271-1,Non-classé,—,—,#0000CD 
1934,7,100110001111,271-2,Non-classé,—,—,#0000CD 
1935,7,110001111100,271-3,Non-classé,—,—,#0000CD 
1936,7,110011000111,271-4,Non-classé,—,—,#0000CD 
1937,7,111001100011,271-5,Non-classé,—,—,#0000CD 
1938,7,111100110001,271-6,Non-classé,—,—,#0000CD 
1939,7,111110011000,271-7,Non-classé,—,—,#0000CD 
1940,7,100010111110,272-1,Non-classé,—,—,#0000CD 
1941,7,101000101111,272-2,Non-classé,—,—,#0000CD 
1942,7,101111101000,272-3,Heptadomus,mode extrapolé (géométrie quadrant),Gammes / modes extrapolés,#0000CD 
1943,7,101111101000,272-3,Heptarelatif VI,mode extrapolé (harmonie),Gammes / modes extrapolés,#0000CD 
1944,7,101111101000,272-3,Heptachromatique majeur,mode moderne occidental,Gammes / modes modernes,#0000CD 
1945,7,110100010111,272-4,Non-classé,—,—,#0000CD 
1946,7,111010001011,272-5,Heptaugmenté chromatique,mode moderne occidental,Gammes / modes modernes,#0000CD 
1947,7,111101000101,272-6,Non-classé,—,—,#0000CD 
1948,7,111110100010,272-7,Non-classé,—,—,#0000CD 
1949,7,100001110111,273-1,Non-classé,—,—,#0000CD 
1950,7,101111000011,273-2,Non-classé,—,—,#0000CD 
1951,7,110000111011,273-3,Non-classé,—,—,#0000CD 
1952,7,110111100001,273-4,Non-classé,—,—,#0000CD 
1953,7,111000011101,273-5,Non-classé,—,—,#0000CD 
1954,7,111011110000,273-6,Non-classé,—,—,#0000CD 
1955,7,111100001110,273-7,Non-classé,—,—,#0000CD 
1956,7,100001111011,274-1,Non-classé,—,—,#0000CD 
1957,7,101110000111,274-2,Non-classé,—,—,#0000CD 
1958,7,110000111101,274-3,Non-classé,—,—,#0000CD 
1959,7,110111000011,274-4,Non-classé,—,—,#0000CD 
1960,7,111000011110,274-5,Non-classé,—,—,#0000CD 
1961,7,111011100001,274-6,Non-classé,—,—,#0000CD 
1962,7,111101110000,274-7,Non-classé,—,—,#0000CD 
1963,7,100001101111,275-1,Non-classé,—,—,#0000CD 
1964,7,101111100001,275-2,Non-classé,—,—,#0000CD 
1965,7,110000110111,275-3,Non-classé,—,—,#0000CD 
1966,7,110111110000,275-4,Heptabinaire D,mode moderne occidental,Gammes / modes modernes,#0000CD 
1967,7,111000011011,275-5,Non-classé,—,—,#0000CD 
1968,7,111100001101,275-6,Non-classé,—,—,#0000CD 
1969,7,111110000110,275-7,Non-classé,—,—,#0000CD 
1970,7,100001111101,276-1,Non-classé,—,—,#0000CD 
1971,7,101100001111,276-2,Non-classé,—,—,#0000CD 
1972,7,110000111110,276-3,Non-classé,—,—,#0000CD 
1973,7,110110000111,276-4,Non-classé,—,—,#0000CD 
1974,7,111011000011,276-5,Non-classé,—,—,#0000CD 
1975,7,111101100001,276-6,Non-classé,—,—,#0000CD 
1976,7,111110110000,276-7,Heptabinaire C,mode moderne occidental,Gammes / modes modernes,#0000CD 
1977,7,100010011111,277-1,Non-classé,—,—,#0000CD 
1978,7,100111111000,277-2,Non-classé,—,—,#0000CD 
1979,7,110001001111,277-3,Non-classé,—,—,#0000CD 
1980,7,111000100111,277-4,Non-classé,—,—,#0000CD 
1981,7,111100010011,277-5,Non-classé,—,—,#0000CD 
1982,7,111110001001,277-6,Non-classé,—,—,#0000CD 
1983,7,111111000100,277-7,Non-classé,—,—,#0000CD 
1984,7,100011111100,278-1,Non-classé,—,—,#0000CD 
1985,7,100100011111,278-2,Non-classé,—,—,#0000CD 
1986,7,110010001111,278-3,Non-classé,—,—,#0000CD 
1987,7,111001000111,278-4,Non-classé,—,—,#0000CD 
1988,7,111100100011,278-5,Non-classé,—,—,#0000CD 
1989,7,111110010001,278-6,Non-classé,—,—,#0000CD 
1990,7,111111001000,278-7,Non-classé,—,—,#0000CD 
1991,7,100001011111,279-1,Non-classé,—,—,#0000CD 
1992,7,101111110000,279-2,Heptabinaire B,mode moderne occidental,Gammes / modes modernes,#0000CD 
1993,7,110000101111,279-3,Non-classé,—,—,#0000CD 
1994,7,111000010111,279-4,Non-classé,—,—,#0000CD 
1995,7,111100001011,279-5,Non-classé,—,—,#0000CD 
1996,7,111110000101,279-6,Non-classé,—,—,#0000CD 
1997,7,111111000010,279-7,Non-classé,—,—,#0000CD 
1998,7,100001111110,280-1,Non-classé,—,—,#0000CD 
1999,7,101000011111,280-2,Non-classé,—,—,#0000CD 
2000,7,110100001111,280-3,Non-classé,—,—,#0000CD 
2001,7,111010000111,280-4,Non-classé,—,—,#0000CD 
2002,7,111101000011,280-5,Non-classé,—,—,#0000CD 
2003,7,111110100001,280-6,Non-classé,—,—,#0000CD 
2004,7,111111010000,280-7,Heptabinaire A,mode moderne occidental,Gammes / modes modernes,#0000CD 
2005,8,101101101101,"281-1
281-3
281-5
281-7",Cluster diminué,accord extrapolé (harmonie),Accords extrapolés,#00008B 
2006,8,101101101101,"281-1
281-3
281-5
281-7",Bertha,mode classique occidental,Gammes / modes classiques,#00008B 
2007,8,101101101101,"281-1
281-3
281-5
281-7",Diminué ton / demi-ton,mode classique occidental,Gammes / modes classiques,#00008B 
2008,8,101101101101,"281-1
281-3
281-5
281-7",Pyradiminué B,mode extrapolé (harmonie),Gammes / modes extrapolés,#00008B 
2009,8,101101101101,"281-1
281-3
281-5
281-7",Diminué uni,mode moderne occidental,Gammes / modes modernes,#00008B 
2010,8,110110110110,"281-2
281-4
281-5
281-8","7(9b,9#,11#,13)",chiffrage harmonique tonal dominante,Accords tonals dominante,#00008B 
2011,8,110110110110,"281-2
281-4
281-5
281-8",Diminué demi-ton / ton,mode classique occidental,Gammes / modes classiques,#00008B 
2012,8,110110110110,"281-2
281-4
281-5
281-8",Pyradiminué A,mode extrapolé (harmonie),Gammes / modes extrapolés,#00008B 
2013,8,110110110110,"281-2
281-4
281-5
281-8",Diminué hémi,mode moderne occidental,Gammes / modes modernes,#00008B 
2014,8,110110110110,"281-2
281-4
281-5
281-8",Hyperbinaire,mode moderne occidental,Gammes / modes modernes,#00008B 
2015,8,101011011011,282-1,Non-classé,—,—,#00008B 
2016,8,101101101110,282-2,Non-classé,—,—,#00008B 
2017,8,101101110101,282-3,Non-classé,—,—,#00008B 
2018,8,101110101101,282-4,Non-classé,—,—,#00008B 
2019,8,110101101101,282-5,Non-classé,—,—,#00008B 
2020,8,110110111010,282-6,Cluster altéré,accord extrapolé (harmonie),Accords extrapolés,#00008B 
2021,8,110110111010,282-6,"7(9b,9#,11#,13b) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#00008B 
2022,8,110110111010,282-6,"7,5#(9b,9#,11#) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#00008B 
2023,8,110110111010,282-6,Octaltéré,mode moderne occidental,Gammes / modes modernes,#00008B 
2024,8,110111010110,282-7,"7(9b,9#,11,13)",chiffrage harmonique modal dominante,Accords modaux dominante,#00008B 
2025,8,111010110110,282-8,Non-classé,—,—,#00008B 
2026,8,101011101101,283-1,Non-classé,—,—,#00008B 
2027,8,101101011101,283-2,Octadominante,mode moderne occidental,Gammes / modes modernes,#00008B 
2028,8,101101101011,283-3,Non-classé,—,—,#00008B 
2029,8,101110110110,283-4,Non-classé,—,—,#00008B 
2030,8,110101110110,283-5,Non-classé,—,—,#00008B 
2031,8,110110101110,283-6,Non-classé,—,—,#00008B 
2032,8,110110110101,283-7,Non-classé,—,—,#00008B 
2033,8,111011011010,283-8,Non-classé,—,—,#00008B 
2034,8,101011011101,284-1,Majeur be-bop,mode moderne occidental,Gammes / modes modernes,#00008B 
2035,8,101011011101,284-1,Octamajeur 5#,mode moderne occidental,Gammes / modes modernes,#00008B 
2036,8,101011011101,284-1,Octamajeur augmenté,mode moderne occidental,Gammes / modes modernes,#00008B 
2037,8,101101011011,284-2,Octamineur sensible,mode moderne occidental,Gammes / modes modernes,#00008B 
2038,8,101101110110,284-3,Non-classé,—,—,#00008B 
2039,8,101110110101,284-4,Non-classé,—,—,#00008B 
2040,8,110101101110,284-5,Non-classé,—,—,#00008B 
2041,8,110110101101,284-6,Non-classé,—,—,#00008B 
2042,8,110111011010,284-7,"7(9b,9#,11,13b)",chiffrage harmonique modal dominante,Accords modaux dominante,#00008B 
2043,8,111011010110,284-8,Non-classé,—,—,#00008B 
2044,8,101011101011,"285-1
285-5",Non-classé,—,—,#00008B 
2045,8,101110101110,"285-2
285-6",Non-classé,—,—,#00008B 
2046,8,110101110101,"285-3
285-7",Adamas,mode extrapolé (géométrie quadrant),Gammes / modes extrapolés ,#00008B 
2047,8,111010111010,"285-4
285-8",Octatritonique majeur,mode moderne occidental,Gammes / modes modernes,#00008B 
2048,8,101010111011,286-1,Non-classé,—,—,#00008B 
2049,8,101011101110,286-2,Non-classé,—,—,#00008B 
2050,8,101110101011,286-3,Non-classé,—,—,#00008B 
2051,8,101110111010,286-4,Non-classé,—,—,#00008B 
2052,8,110101011101,286-5,Octadominante augmenté,mode moderne occidental,Gammes / modes modernes,#00008B 
2053,8,110111010101,286-6,Alexandre Tcherepnine,mode signature compositeur,Gammes / modes signature,#00008B 
2054,8,111010101110,286-7,Non-classé,—,—,#00008B 
2055,8,111011101010,286-8,Non-classé,—,—,#00008B 
2056,8,101011010111,287-1,Superelatif 17a (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés,#00008B 
2057,8,101011010111,287-1,Mixolydien be-bop,mode moderne occidental,Gammes / modes modernes,#00008B 
2058,8,101011010111,287-1,Mixosensible,mode moderne occidental,Gammes / modes modernes,#00008B 
2059,8,101011110101,287-2,Superelatif 17b (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés,#00008B 
2060,8,101011110101,287-2,Octamajeur 4#,mode moderne occidental,Gammes / modes modernes,#00008B 
2061,8,101011110101,287-2,Gauda-Saranga descendant,mode traditionnel Inde (raga),Gammes / modes traditionnels,#00008B 
2062,8,101011110101,287-2,Khamoda,mode traditionnel Inde (raga),Gammes / modes traditionnels,#00008B 
2063,8,101011110101,287-2,Ichikotsuko,mode traditionnel Japon,Gammes / modes traditionnels,#00008B 
2064,8,101111010110,287-4,Superelatif 17c (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés,#00008B 
2065,8,101111010110,287-4,Dorien be-bop,mode moderne occidental,Gammes / modes modernes,#00008B 
2066,8,101111010110,287-4,Dorien blues,mode moderne occidental,Gammes / modes modernes,#00008B 
2067,8,110101101011,287-5,Octadominante suspendu,mode moderne occidental,Gammes / modes modernes,#00008B 
2068,8,110101111010,287-6,Non-classé,—,—,#00008B 
2069,8,111010110101,287-7,Superelatif 17d (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés ,#00008B 
2070,8,111101011010,287-8,Non-classé,—,—,#00008B 
2071,8,101010110111,288-1,Non-classé,—,—,#00008B 
2072,8,101011011110,288-2,Non-classé,—,—,#00008B 
2073,8,101101111010,288-3,Non-classé,—,—,#00008B 
2074,8,101111010101,288-4,Octamajeur add2#,mode moderne occidental,Gammes / modes modernes,#00008B 
2075,8,101111010101,288-4,Octamajeur sus2,mode moderne occidental,Gammes / modes modernes,#00008B 
2076,8,110101011011,288-5,Non-classé,—,—,#00008B 
2077,8,110111101010,288-6,Non-classé,—,—,#00008B 
2078,8,111010101101,288-7,Non-classé,—,—,#00008B 
2079,8,111101010110,288-8,Non-classé,—,—,#00008B 
2080,8,101010111101,289-1,"7M,5#(9,11#,13)",chiffrage harmonique tonal majeur,Accords tonals majeurs,#00008B 
2081,8,101011110110,289-2,Non-classé,—,—,#00008B 
2082,8,101101010111,289-3,Non-classé,—,—,#00008B 
2083,8,101111011010,289-4,Non-classé,—,—,#00008B 
2084,8,110101011110,289-5,Non-classé,—,—,#00008B 
2085,8,110110101011,289-6,Non-classé,—,—,#00008B 
2086,8,111011010101,289-7,Octamajeur add1#,mode moderne occidental,Gammes / modes modernes,#00008B 
2087,8,111101101010,289-8,Non-classé,—,—,#00008B 
2088,7,100000111111,290-1,Non-classé,—,—,#0000CD 
2089,7,110000011111,290-2,Non-classé,—,—,#0000CD 
2090,7,111000001111,290-3,Non-classé,—,—,#0000CD 
2091,7,111100000111,290-4,Non-classé,—,—,#0000CD 
2092,7,111110000011,290-5,Non-classé,—,—,#0000CD 
2093,7,111111000001,290-6,Non-classé,—,—,#0000CD 
2094,7,111111100000,290-7,C7P,accord extrapolé (harmonie),Accords extrapolés,#0000CD 
2095,7,111111100000,290-7,Cluster Heptatonique Primal,accord extrapolé (harmonie),Accords extrapolés,#0000CD 
2096,7,111111100000,290-7,Heptachromatique mineur,mode extrapolé (mélodie),Gammes / modes extrapolés,#0000CD 
2097,8,100111011011,291-1,Superelatif 18a (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés ,#00008B 
2098,8,101101110011,291-2,Non-classé,—,—,#00008B 
2099,8,101110011101,291-3,Superelatif 18b (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés,#00008B 
2100,8,101110011101,291-3,Octamajeur sensible,mode moderne occidental,Gammes / modes modernes,#00008B 
2101,8,110011101101,291-4,Non-classé,—,—,#00008B 
2102,8,110110111001,291-5,Superelatif 18c (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés ,#00008B 
2103,8,110111001110,291-6,Non-classé,—,—,#00008B 
2104,8,111001110110,291-7,Non-classé,—,—,#00008B 
2105,8,111011011100,291-8,Superelatif 18d (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés ,#00008B 
2106,8,100110111011,292-1,Non-classé,—,—,#00008B 
2107,8,101110011011,292-2,Octamélodique mineur,mode moderne occidental,Gammes / modes modernes,#00008B 
2108,8,101110111001,292-3,Non-classé,—,—,#00008B 
2109,8,110011011101,292-4,Non-classé,—,—,#00008B 
2110,8,110111001101,292-5,Non-classé,—,—,#00008B 
2111,8,110111011100,292-6,Non-classé,—,—,#00008B 
2112,8,111001101110,292-7,Non-classé,—,—,#00008B 
2113,8,111011100110,292-8,Non-classé,—,—,#00008B 
2114,8,100111011101,293-1,Non-classé,—,—,#00008B 
2115,8,101100111011,293-2,Non-classé,—,—,#00008B 
2116,8,101110110011,293-3,Non-classé,—,—,#00008B 
2117,8,110011101110,293-4,Non-classé,—,—,#00008B 
2118,8,110110011101,293-5,Octalydien augmenté,mode moderne occidental,Gammes / modes modernes,#00008B 
2119,8,110111011001,293-6,Non-classé,—,—,#00008B 
2120,8,111011001110,293-7,Non-classé,—,—,#00008B 
2121,8,111011101100,293-8,Non-classé,—,—,#00008B 
2122,8,100110110111,294-1,Non-classé,—,—,#00008B 
2123,8,101101111001,294-2,Non-classé,—,—,#00008B 
2124,8,101111001101,294-3,Non-classé,—,—,#00008B 
2125,8,110011011011,294-4,Nicolaï Rimsky-Korsakov,mode signature compositeur,Gammes / modes signature,#00008B 
2126,8,110110111100,294-5,Non-classé,—,—,#00008B 
2127,8,110111100110,294-6,Non-classé,—,—,#00008B 
2128,8,111001101101,294-7,Non-classé,—,—,#00008B 
2129,8,111100110110,294-8,Non-classé,—,—,#00008B 
2130,8,100111101101,295-1,Non-classé,—,—,#00008B 
2131,8,101100111101,295-2,Non-classé,—,—,#00008B 
2132,8,101101100111,295-3,Diminué harmonique,mode moderne occidental,Gammes / modes modernes,#00008B 
2133,8,110011110110,295-4,Non-classé,—,—,#00008B 
2134,8,110110011110,295-5,Non-classé,—,—,#00008B 
2135,8,110110110011,295-6,Non-classé,—,—,#00008B 
2136,8,111011011001,295-7,Non-classé,—,—,#00008B 
2137,8,111101101100,295-8,Non-classé,—,—,#00008B 
2138,8,100110111101,296-1,Non-classé,—,—,#00008B 
2139,8,101100110111,296-2,Non-classé,—,—,#00008B 
2140,8,101111011001,296-3,Non-classé,—,—,#00008B 
2141,8,110011011110,296-4,Octaugmenté,mode moderne occidental,Gammes / modes modernes,#00008B 
2142,8,110110011011,296-5,Non-classé,—,—,#00008B 
2143,8,110111101100,296-6,Non-classé,—,—,#00008B 
2144,8,111011001101,296-7,Non-classé,—,—,#00008B 
2145,8,111101100110,296-8,Non-classé,—,—,#00008B 
2146,8,100111010111,297-1,Superelatif 15a (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés ,#00008B 
2147,8,101011110011,297-2,Superelatif 15b (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés ,#00008B 
2148,8,101111001110,297-3,Non-classé,—,—,#00008B 
2149,8,110011101011,297-4,Non-classé,—,—,#00008B 
2150,8,110101111001,297-5,Non-classé,—,—,#00008B 
2151,8,111001110101,297-6,Non-classé,—,—,#00008B 
2152,8,111010111100,297-7,Superelatif 15c (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés ,#00008B 
2153,8,111100111010,297-8,Non-classé,—,—,#00008B 
2154,8,100111101011,298-1,Non-classé,—,—,#00008B 
2155,8,101011100111,298-2,Non-classé,—,—,#00008B 
2156,8,101110011110,298-3,Superelatif 14a (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés ,#00008B 
2157,8,110011110101,298-4,Superelatif 14b (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés,#00008B 
2158,8,110011110101,298-4,Puravi descendant,mode traditionnel Inde (raga),Gammes / modes traditionnels,#00008B 
2159,8,110101110011,298-5,Non-classé,—,—,#00008B 
2160,8,111001111010,298-6,Non-classé,—,—,#00008B 
2161,8,111010111001,298-7,Superelatif 14c (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés ,#00008B 
2162,8,111101011100,298-8,Non-classé,—,—,#00008B 
2163,8,101010101111,299-1,Non-classé,—,—,#00008B 
2164,8,101010111110,299-2,Christophanatole B,mode extrapolé (harmonie),Gammes / modes extrapolés ,#00008B 
2165,8,101011111010,299-3,Non-classé,—,—,#00008B 
2166,8,101111101010,299-4,Non-classé,—,—,#00008B 
2167,8,110101010111,299-5,Non-classé,—,—,#00008B 
2168,8,111010101011,299-6,Non-classé,—,—,#00008B 
2169,8,111101010101,299-7,Non-classé,—,—,#00008B 
2170,8,111110101010,299-8,Octunitonique,mode moderne occidental,Gammes / modes modernes,#00008B 
2171,8,100101110111,300-1,Non-classé,—,—,#00008B 
2172,8,101110111100,300-2,Non-classé,—,—,#00008B 
2173,8,101111001011,300-3,Non-classé,—,—,#00008B 
2174,8,110010111011,300-4,Non-classé,—,—,#00008B 
2175,8,110111100101,300-5,Non-classé,—,—,#00008B 
2176,8,111001011101,300-6,Non-classé,—,—,#00008B 
2177,8,111011110010,300-7,Non-classé,—,—,#00008B 
2178,8,111100101110,300-8,Non-classé,—,—,#00008B 
2179,8,100101111011,301-1,Non-classé,—,—,#00008B 
2180,8,101110010111,301-2,Non-classé,—,—,#00008B 
2181,8,101111011100,301-3,Igor Stravinsky,mode signature compositeur,Gammes / modes signature,#00008B 
2182,8,110010111101,301-4,Non-classé,—,—,#00008B 
2183,8,110111001011,301-5,Non-classé,—,—,#00008B 
2184,8,111001011110,301-6,Non-classé,—,—,#00008B 
2185,8,111011100101,301-7,Non-classé,—,—,#00008B 
2186,8,111101110010,301-8,Non-classé,—,—,#00008B 
2187,8,100111101110,302-1,Non-classé,—,—,#00008B 
2188,8,101001111011,302-2,Non-classé,—,—,#00008B 
2189,8,101110100111,302-3,Non-classé,—,—,#00008B 
2190,8,110100111101,302-4,Non-classé,—,—,#00008B 
2191,8,110111010011,302-5,Non-classé,—,—,#00008B 
2192,8,111010011110,302-6,Non-classé,—,—,#00008B 
2193,8,111011101001,302-7,Non-classé,—,—,#00008B 
2194,8,111101110100,302-8,Non-classé,—,—,#00008B 
2195,8,100111011110,303-1,Non-classé,—,—,#00008B 
2196,8,101001110111,303-2,Non-classé,—,—,#00008B 
2197,8,101111010011,303-3,Octamineur sus2,mode moderne occidental,Gammes / modes modernes,#00008B 
2198,8,110100111011,303-4,Non-classé,—,—,#00008B 
2199,8,110111101001,303-5,Non-classé,—,—,#00008B 
2200,8,111010011101,303-6,Non-classé,—,—,#00008B 
2201,8,111011110100,303-7,Non-classé,—,—,#00008B 
2202,8,111101001110,303-8,Non-classé,—,—,#00008B 
2203,8,100110101111,304-1,Non-classé,—,—,#00008B 
2204,8,101011111001,304-2,Non-classé,—,—,#00008B 
2205,8,101111100110,304-3,Non-classé,—,—,#00008B 
2206,8,110011010111,304-4,Non-classé,—,—,#00008B 
2207,8,110101111100,304-5,Non-classé,—,—,#00008B 
2208,8,111001101011,304-6,Non-classé,—,—,#00008B 
2209,8,111100110101,304-7,Non-classé,—,—,#00008B 
2210,8,111110011010,304-8,Non-classé,—,—,#00008B 
2211,8,100111110101,305-1,Non-classé,—,—,#00008B 
2212,8,101011001111,305-2,Non-classé,—,—,#00008B 
2213,8,101100111110,305-3,Non-classé,—,—,#00008B 
2214,8,110011111010,305-4,Non-classé,—,—,#00008B 
2215,8,110101100111,305-5,Non-classé,—,—,#00008B 
2216,8,111010110011,305-6,Non-classé,—,—,#00008B 
2217,8,111101011001,305-7,Non-classé,—,—,#00008B 
2218,8,111110101100,305-8,Non-classé,—,—,#00008B 
2219,8,100101101111,306-1,Non-classé,—,—,#00008B 
2220,8,101101111100,306-2,Non-classé,—,—,#00008B 
2221,8,101111100101,306-3,Non-classé,—,—,#00008B 
2222,8,110010110111,306-4,Non-classé,—,—,#00008B 
2223,8,110111110010,306-5,Non-classé,—,—,#00008B 
2224,8,111001011011,306-6,Non-classé,—,—,#00008B 
2225,8,111100101101,306-7,Non-classé,—,—,#00008B 
2226,8,111110010110,306-8,Non-classé,—,—,#00008B 
2227,8,100111110110,307-1,Non-classé,—,—,#00008B 
2228,8,101001111101,307-2,Non-classé,—,—,#00008B 
2229,8,101101001111,307-3,Non-classé,—,—,#00008B 
2230,8,110100111110,307-4,Non-classé,—,—,#00008B 
2231,8,110110100111,307-5,Non-classé,—,—,#00008B 
2232,8,111011010011,307-6,Non-classé,—,—,#00008B 
2233,8,111101101001,307-7,Non-classé,—,—,#00008B 
2234,8,111110110100,307-8,Non-classé,—,—,#00008B 
2235,8,100101111101,308-1,Non-classé,—,—,#00008B 
2236,8,101100101111,308-2,Non-classé,—,—,#00008B 
2237,8,101111101100,308-3,Non-classé,—,—,#00008B 
2238,8,110010111110,308-4,Non-classé,—,—,#00008B 
2239,8,110110010111,308-5,Non-classé,—,—,#00008B 
2240,8,111011001011,308-6,Non-classé,—,—,#00008B 
2241,8,111101100101,308-7,Non-classé,—,—,#00008B 
2242,8,111110110010,308-8,Non-classé,—,—,#00008B 
2243,8,100110111110,309-1,Non-classé,—,—,#00008B 
2244,8,101001101111,309-2,Non-classé,—,—,#00008B 
2245,8,101111101001,309-3,Non-classé,—,—,#00008B 
2246,8,110100110111,309-4,Non-classé,—,—,#00008B 
2247,8,110111110100,309-5,Non-classé,—,—,#00008B 
2248,8,111010011011,309-6,Non-classé,—,—,#00008B 
2249,8,111101001101,309-7,Non-classé,—,—,#00008B 
2250,8,111110100110,309-8,Non-classé,—,—,#00008B 
2251,8,100111100111,"310-1
310-5",Olivier Messiean,mode signature compositeur,Gammes / modes signature,#00008B 
2252,8,110011110011,"310-2
310-6",Superelatif 16 (4+4),mode extrapolé (harmonie),Gammes / modes extrapolés ,#00008B 
2253,8,111001111001,"310-3
310-7",Non-classé,—,—,#00008B 
2254,8,111100111100,"310-4
310-8",Octatritonique mineur,mode moderne occidental,Gammes / modes modernes,#00008B 
2255,8,100111001111,311-1,Non-classé,—,—,#00008B 
2256,8,100111110011,311-2,Non-classé,—,—,#00008B 
2257,8,110011100111,311-3,Non-classé,—,—,#00008B 
2258,8,110011111001,311-4,Octabyzantin,mode moderne occidental,Gammes / modes modernes,#00008B 
2259,8,110011111001,311-4,Paraj descendant,mode traditionnel Inde (raga),Gammes / modes traditionnels,#00008B 
2260,8,111001110011,311-5,Non-classé,—,—,#00008B 
2261,8,111001111100,311-6,Non-classé,—,—,#00008B 
2262,8,111100111001,311-7,Non-classé,—,—,#00008B 
2263,8,111110011100,311-8,Non-classé,—,—,#00008B 
2264,8,100101011111,312-1,Non-classé,—,—,#00008B 
2265,8,101011111100,312-2,Non-classé,—,—,#00008B 
2266,8,101111110010,312-3,Non-classé,—,—,#00008B 
2267,8,110010101111,312-4,Non-classé,—,—,#00008B 
2268,8,111001010111,312-5,Non-classé,—,—,#00008B 
2269,8,111100101011,312-6,Non-classé,—,—,#00008B 
2270,8,111110010101,312-7,Non-classé,—,—,#00008B 
2271,8,111111001010,312-8,Non-classé,—,—,#00008B 
2272,8,100111111010,313-1,Non-classé,—,—,#00008B 
2273,8,101001111110,313-2,Non-classé,—,—,#00008B 
2274,8,101010011111,313-3,Non-classé,—,—,#00008B 
2275,8,110101001111,313-4,Non-classé,—,—,#00008B 
2276,8,111010100111,313-5,Non-classé,—,—,#00008B 
2277,8,111101010011,313-6,Non-classé,—,—,#00008B 
2278,8,111110101001,313-7,Non-classé,—,—,#00008B 
2279,8,111111010100,313-8,Octatétracorde majeur,mode moderne occidental,Gammes / modes modernes,#00008B 
2280,8,100011110111,314-1,Superelatif 12a (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés ,#00008B 
2281,8,101111000111,314-2,Non-classé,—,—,#00008B 
2282,8,110001111011,314-3,Non-classé,—,—,#00008B 
2283,8,110111100011,314-4,Non-classé,—,—,#00008B 
2284,8,111000111101,314-5,Non-classé,—,—,#00008B 
